Loharano,Faritra,Daty,MRC Rt,Tily Genexpert,Tily ara-potoana,Tilytot tvm,Tilyvoatomb,Tily,Voa,Voatomb,Voavao tvm,Tsyvoa,Tsyvoatomb,Tilym,Voareh ilain,Voareh tomb,Voareh tvm,Sitranreh ilain,Sitranvao tvm,Sitranreh tvm,,Fahasarotana,Nodimandry vao,Nodimandry reh,Tahatsv,Tahasitr,MRC Rt,
,Alaotra,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Mania,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-3-28,,,,,,,,285,285,,-285,,,,,,9,,,,2,,,,,
,Analanjirofo,2021-3-28,,,,,,,,15,15,,-15,,,,,,13,,,,,,,,,
,Androy,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,1,,,,,
,AtsimoAtsinanana,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-3-28,,,,,,,,22,22,,-22,,,,,,4,,,,1,,,,,
,Betsiboka,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-3-28,,,,,,,,10,10,,-10,,,,,,,,,,2,,,,,
,Bongolava,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-28,,,,,,,,14,14,,-14,,,,,,,,,,,,,,,
,Matsiatra,2021-3-28,,,,,,,,2,2,,-2,,,,,,,,,,1,,,,,
,Ihorombe,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Itasy,2021-3-28,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Melaky,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,tsyvoalaza,2021-3-28,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-28,,,,,,,,6,6,,-6,,,,,,,,,,,,,,,
,Sofia,2021-3-28,,,,,,,,17,17,,-17,,,,,,9,,,,,,,,,
,Vakinakaratra,2021-3-28,,,,,,,,8,8,,-8,,,,,,,,,,,,,,,
,Vatovavy,2021-3-28,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Madagasikara,2021-3-29,,,,142199,1158,1158,,295,295,,863,,,24264,24264,,105,21776,,275,9,403,0.7453,0.8975,,
,Antananarivo,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-3-29,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-3-29,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Mania,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-3-29,,,,,,,,229,229,,-229,,,,,,71,,,,3,,,,,
,Analanjirofo,2021-3-29,,,,,,,,2,2,,-2,,,,,,9,,,,,,,,,
,Androy,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-3-29,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
,AtsimoAtsinanana,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-3-29,,,,,,,,16,16,,-16,,,,,,7,,,,1,,,,,
,Betsiboka,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-3-29,,,,,,,,9,9,,-9,,,,,,3,,,,4,,,,,
,Bongolava,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-29,,,,,,,,20,20,,-20,,,,,,,,,,1,,,,,
,Matsiatra,2021-3-29,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Ihorombe,2021-3-29,,,,,,,,0,0,,0,,,,,,2,,,,,,,,,
,Itasy,2021-3-29,,,,,,,,3,3,,-3,,,,,,2,,,,,,,,,
,Melaky,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,tsyvoalaza,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-29,,,,,,,,9,9,,-9,,,,,,11,,,,,,,,,
,Sofia,2021-3-29,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Vakinakaratra,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vatovavy,2021-3-29,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-3-30,,,,142954,755,755,,162,162,,593,,,24426,24426,,132,21908,,246,15,418,0.7854,0.8969,,
,Antananarivo,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-3-30,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-3-30,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Mania,2021-3-30,,,,,,,,0,0,,0,,,,,,2,,,,,,,,,
,Analamanga,2021-3-30,,,,,,,,107,107,,-107,,,,,,93,,,,7,,,,,
,Analanjirofo,2021-3-30,,,,,,,,10,10,,-10,,,,,,8,,,,1,,,,,
,Androy,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-3-30,,,,,,,,6,6,,-6,,,,,,5,,,,,,,,,
,AtsimoAtsinanana,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-3-30,,,,,,,,18,18,,-18,,,,,,20,,,,1,,,,,
,Betsiboka,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-3-30,,,,,,,,5,5,,-5,,,,,,,,,,4,,,,,
,Bongolava,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-30,,,,,,,,12,12,,-12,,,,,,,,,,,,,,,
,Matsiatra,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Ihorombe,2021-3-30,,,,,,,,1,1,,-1,,,,,,2,,,,,,,,,
,Itasy,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Melaky,2021-3-30,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Menabe,2021-3-30,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,tsyvoalaza,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,1,,,,,
,Sofia,2021-3-30,,,,,,,,0,0,,0,,,,,,1,,,,1,,,,,
,Vakinakaratra,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vatovavy,2021-3-30,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-3-31,,,,143926,972,972,,270,270,,702,,,24696,24696,,224,22132,,239,15,433,0.7222,0.8962,,
,Antananarivo,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-3-31,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-3-31,,,,,,,,2,2,,-2,,,,,,7,,,,1,,,,,
,Mania,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-3-31,,,,,,,,150,150,,-150,,,,,,91,,,,5,,,,,
,Analanjirofo,2021-3-31,,,,,,,,6,6,,-6,,,,,,5,,,,1,,,,,
,Androy,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,AtsimoAtsinanana,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,1,,,,,
,Atsinanana,2021-3-31,,,,,,,,31,31,,-31,,,,,,22,,,,2,,,,,
,Betsiboka,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-3-31,,,,,,,,12,12,,-12,,,,,,56,,,,2,,,,,
,Bongolava,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-31,,,,,,,,14,14,,-14,,,,,,20,,,,1,,,,,
,Matsiatra,2021-3-31,,,,,,,,9,9,,-9,,,,,,1,,,,1,,,,,
,Ihorombe,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Itasy,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Melaky,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-3-31,,,,,,,,2,2,,-2,,,,,,2,,,,1,,,,,
,tsyvoalaza,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sofia,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vakinakaratra,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vatovavy,2021-3-31,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-4-01,,,,144795,869,869,,272,272,,597,,,24968,24968,,168,22300,,243,11,444,0.6870,0.8931,,
,Antananarivo,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-4-01,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-4-01,,,,,,,,29,29,,-29,,,,,,3,,,,,,,,,
,Mania,2021-4-01,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Analamanga,2021-4-01,,,,,,,,130,130,,-130,,,,,,107,,,,5,,,,,
,Analanjirofo,2021-4-01,,,,,,,,20,20,,-20,,,,,,11,,,,1,,,,,
,Androy,2021-4-01,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-4-01,,,,,,,,18,18,,-18,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-4-01,,,,,,,,14,14,,-14,,,,,,1,,,,,,,,,
,AtsimoAtsinanana,2021-4-01,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Atsinanana,2021-4-01,,,,,,,,13,13,,-13,,,,,,13,,,,1,,,,,
,Betsiboka,2021-4-01,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Boeny,2021-4-01,,,,,,,,9,9,,-9,,,,,,,,,,3,,,,,
,Bongolava,2021-4-01,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-4-01,,,,,,,,20,20,,-20,,,,,,10,,,,,,,,,
,Matsiatra,2021-4-01,,,,,,,,3,3,,-3,,,,,,3,,,,,,,,,
,Ihorombe,2021-4-01,,,,,,,,0,0,,0,,,,,,2,,,,,,,,,
,Itasy,2021-4-01,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Melaky,2021-4-01,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-4-01,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,tsyvoalaza,2021-4-01,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-4-01,,,,,,,,11,11,,-11,,,,,,6,,,,,,,,,
,Sofia,2021-4-01,,,,,,,,1,1,,-1,,,,,,3,,,,1,,,,,
,Vakinakaratra,2021-4-01,,,,,,,,0,0,,0,,,,,,8,,,,,,,,,
,Vatovavy,2021-4-01,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-4-02,,,,145999,1204,1204,,294,294,,910,,,25262,25262,,119,22419,,250,5,449,0.7558,0.8875,,
,Antananarivo,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-4-02,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-4-02,,,,,,,,3,3,,-3,,,,,,,,,,1,,,,,
,Mania,2021-4-02,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-4-02,,,,,,,,174,174,,-174,,,,,,44,,,,1,,,,,
,Analanjirofo,2021-4-02,,,,,,,,12,12,,-12,,,,,,7,,,,,,,,,
,Androy,2021-4-02,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-4-02,,,,,,,,11,11,,-11,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-4-02,,,,,,,,9,9,,-9,,,,,,1,,,,,,,,,
,AtsimoAtsinanana,2021-4-02,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Atsinanana,2021-4-02,,,,,,,,18,18,,-18,,,,,,6,,,,2,,,,,
,Betsiboka,2021-4-02,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-4-02,,,,,,,,8,8,,-8,,,,,,23,,,,,,,,,
,Bongolava,2021-4-02,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-4-02,,,,,,,,22,22,,-22,,,,,,,,,,,,,,,
,Matsiatra,2021-4-02,,,,,,,,2,2,,-2,,,,,,3,,,,,,,,,
,Ihorombe,2021-4-02,,,,,,,,5,5,,-5,,,,,,2,,,,,,,,,
,Itasy,2021-4-02,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Melaky,2021-4-02,,,,,,,,0,0,,0,,,,,,13,,,,,,,,,
,Menabe,2021-4-02,,,,,,,,1,1,,-1,,,,,,4,,,,,,,,,
,tsyvoalaza,2021-4-02,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-4-02,,,,,,,,19,19,,-19,,,,,,15,,,,1,,,,,
,Sofia,2021-4-02,,,,,,,,5,5,,-5,,,,,,,,,,,,,,,
,Vakinakaratra,2021-4-02,,,,,,,,3,3,,-3,,,,,,1,,,,,,,,,
,Vatovavy,2021-4-02,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-4-03,,,,146973,974,974,,310,310,,664,,,25572,25572,,144,22563,,255,5,454,0.6817,0.8823,,
,Antananarivo,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-4-03,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-4-03,,,,,,,,3,3,,-3,,,,,,1,,,,,,,,,
,Mania,2021-4-03,,,,,,,,4,4,,-4,,,,,,,,,,,,,,,
,Analamanga,2021-4-03,,,,,,,,177,177,,-177,,,,,,79,,,,2,,,,,
,Analanjirofo,2021-4-03,,,,,,,,17,17,,-17,,,,,,,,,,,,,,,
,Androy,2021-4-03,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-4-03,,,,,,,,12,12,,-12,,,,,,3,,,,,,,,,
,Atsimoandrefana,2021-4-03,,,,,,,,15,15,,-15,,,,,,2,,,,,,,,,
,AtsimoAtsinanana,2021-4-03,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-4-03,,,,,,,,10,10,,-10,,,,,,25,,,,,,,,,
,Betsiboka,2021-4-03,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-4-03,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Bongolava,2021-4-03,,,,,,,,6,6,,-6,,,,,,,,,,,,,,,
,Diana,2021-4-03,,,,,,,,19,19,,-19,,,,,,11,,,,1,,,,,
,Matsiatra,2021-4-03,,,,,,,,0,0,,0,,,,,,8,,,,,,,,,
,Ihorombe,2021-4-03,,,,,,,,4,4,,-4,,,,,,2,,,,,,,,,
,Itasy,2021-4-03,,,,,,,,2,2,,-2,,,,,,1,,,,1,,,,,
,Melaky,2021-4-03,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Menabe,2021-4-03,,,,,,,,3,3,,-3,,,,,,1,,,,,,,,,
,tsyvoalaza,2021-4-03,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-4-03,,,,,,,,13,13,,-13,,,,,,9,,,,1,,,,,
,Sofia,2021-4-03,,,,,,,,25,25,,-25,,,,,,,,,,,,,,,
,Vakinakaratra,2021-4-03,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vatovavy,2021-4-03,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-4-04,,,,147355,382,382,,137,137,,245,,,25709,25709,,143,22706,,268,5,459,0.6414,0.8832,,
,Antananarivo,2021-4-04,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-4-04,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-04,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-04,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-04,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-04,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-4-04,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-4-04,,,,,,,,,,,0,,,,,,,,,,,,,,,
